web-scraper-order,web-scraper-start-url,listinglinks,listinglinks-href,stocknumber,mileage,price,Dealer,Header,Dealerindetails,vin,Dealership Full Name
1623644701-166,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=86,"Save this listing2017 Land Rover Discovery HSE Luxury AWDDescription: Used 2017 Land Rover Discovery HSE Luxury AWD for sale - $50,995 - 58,326 km with Leather Seats, Sunroof/Moonroof, Navigation System, Third Row Seating, Bluetooth, Backup Camera, Heat Package, Parking Sensors, Heated Seats, Multi Zone Climate ControlCertified Pre-Owned: NoTransmission: AutomaticColour: White$50,995$984/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $50,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.58,326 kmFAIR DEAL$1,068 BELOWDealer4.8(5)Guru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meGuru27B1WApr. 10, 2020Excellent help with information. Prompt friendly.CarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=301980019,B7428,"58,326 kilometres","$50,995 ",Carloft Kingston,"2017 Land Rover Discovery HSE Luxury AWD - $50,995",null,SALRHBBV8HA005286,Carloft Kingston
1623648108-320,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=75,"Save this listing2019 Toyota RAV4 Adventure AWDDescription: Used 2019 Toyota RAV4 Adventure AWD for sale - $38,897 - 22,848 km with Sunroof/Moonroof, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Black$38,897$751/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $38,897 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.22,848 kmHIGH PRICE$2,000 ABOVEDealer4.3(9)CarGurus UserJun. 12, 2021Not very helpful, truck was sold yet still advertised. Asked if I could test drive another and they never got back to me.CarGurus UserMar. 17, 2021Great experience.  I bought the car.Guru9Z8RBSMar. 15, 2021Very professional great response. Read 6 more dealer reviews...Kingston, ON (4 km)Request InformationAuthorized Toyota Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304202565,P19443,"22,848 kilometres","$38,897 ",null,"2019 Toyota RAV4 Adventure AWD - $38,897",Kingston Toyota,2T3J1RFV3KW066484,Kingston Toyota
1623660959-876,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=38,"Save this listing2017 Dodge Grand Caravan SXT FWDDescription: Used 2017 Dodge Grand Caravan SXT FWD for sale - $20,980 - 61,464 km with Third Row Seating, BluetoothCertified Pre-Owned: NoTransmission: 6-Speed AutomaticColour: Grey$20,980$405/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $20,980 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.61,464 kmFAIR DEAL$530 ABOVEDealer4.4(5)CarGurus UserJul. 14, 2020Dealer was great, found what we wanted elsewhereCarGurus UserJan. 8, 2020Good contact and information requested.GuruY9J3LOct. 14, 2019yes they replied me and Shaynna contacted me and was very nice to me and then I was to slow and 
the truck was sold .We will stay in contact if they receive another truck , thanksRead 2 more dealer reviews...Kingston, ON (0 km)(343) 429-8156Request InformationAuthorized Dodge Dealer",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=288093821,21P027,"61,464 kilometres","$20,980 ",Kingston Dodge Chrysler Ltd,"2017 Dodge Grand Caravan SXT FWD - $20,980",null,2C4RDGBG9HR751064,Kingston Dodge Chrysler Ltd
1623648765-350,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=73,"Save this listing2019 Ford Edge Titanium AWDDescription: Used 2019 Ford Edge Titanium AWD for sale - $35,998 - 34,884 km with Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated SeatsCertified Pre-Owned: NoTransmission: 8-Speed Automatic OverdriveColour: White$35,998$695/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $35,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.34,884 kmFAIR DEAL$216 BELOWDealer4.8(8)CarGurus UserFeb. 23, 2020Quick response to my queries. This dealership is in a dream world. Car on the market for 200 + days means it’s priced to high when you look at the Comparables. Not willing to negotiate. Just flat no to an offer albeit low. CarGurus UserJan. 23, 2020Sale lady replied back quickly and was a great help 
Thanks  CarGurus UserAug. 13, 2019Very courteous and followed up on all my inquiries.Read 5 more dealer reviews...Kingston, ON (2 km)(613) 703-6551Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=300101245,P01244,"34,884 kilometres","$35,998 ",Taylor Automall,"2019 Ford Edge Titanium AWD - $35,998",null,2FMPK4K90KBB28926,Taylor Automall
1623673549-1347,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=7,"Save this listing2015 Nissan Sentra SDescription: Used 2015 Nissan Sentra S for sale - $11,990 - 95,000 kmCertified Pre-Owned: NoTransmission: Continuously Variable TransmissionColour: Silver$11,990$232/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $11,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.95,000 kmOVERPRICED$2,307 ABOVEKingston, ON (2 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=304097322,674172,"95,000 kilometres","$11,990 ",null,"2015 Nissan Sentra S - $11,990",Platinum Auto Sales,3N1AB7AP8FL674172,Platinum Auto Sales
1623646412-243,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=80,"Save this listing2019 RAM 1500 Big Horn Quad Cab 4WDDescription: Used 2019 RAM 1500 Big Horn Quad Cab 4WD for sale - $44,288 - 31,878 km with Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Tow Package, Android Auto, CarPlayCertified Pre-Owned: NoTransmission: 8-Speed AutomaticColour: Grey$44,288$855/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $44,288 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.31,878 kmGOOD DEAL$3,365 BELOWKingston, ON (2 km)(613) 801-8017Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=303997410,4891,"31,878 kilometres","$44,288 ",Paulette Auto Sales,"2019 RAM 1500 Big Horn Quad Cab 4WD - $44,288",null,1C6SRFBT0KN757258,Paulette Auto Sales
1623642100-15,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=96,"Save this listingNEW: Just added2006 Suzuki Swift HatchbackDescription: Used 2006 Suzuki Swift Hatchback for sale104,344 kmCertified Pre-Owned: NoColour: SilverNo Price Listed104,344 kmNO PRICE ANALYSISDealer4.8(8)CarGurus UserMay 15, 2021good 1st impressionCarGurus UserApr. 5, 2021Ended up purchasing a used 2015 Toyota Tacoma from Taylor Automall. Highly recommend Donna and Jenn. They are awesome women who treat you with respect and walk you through the whole process with confidence, ensuring that you understand what is happening at every step of the way. CarGurus UserMar. 15, 2021ExcellentRead 5 more dealer reviews...Kingston, ON (2 km)(613) 703-6551Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=305101503,21111A,"104,344 kilometres",null,Taylor Automall,2006 Suzuki Swift Hatchback,null,KL5TJ66616B548178,Taylor Automall
1623671148-1262,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=12,"Save this listing2016 Kia Optima LXDescription: Used 2016 Kia Optima LX for sale - $13,995 - 59,302 km with Alloy Wheels, Bluetooth, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Blue$13,995$270/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $13,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.59,302 kmFAIR DEAL$472 ABOVEDealer4.8(5)Guru9YK6FGMar. 4, 2021Good. Got the photos to meGuru9YJ5H4Feb. 21, 2021Silvio and Paul are great guys.  They are looking for a vehicle for meCarGurus UserMar. 19, 2020Yes! He followed in a timely manner, but the vehicle was sold! Read 2 more dealer reviews...Kingston, ON (3 km)(613) 704-8365Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=302355969,B7455,"59,302 kilometres","$13,995 ",Carloft Kingston,"2016 Kia Optima LX - $13,995",null,5XXGT4L35GG073036,Carloft Kingston
1623659802-829,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=41,"Save this listing2018 Jeep Compass North 4WDDescription: Used 2018 Jeep Compass North 4WD for sale - $21,900 - 84,935 km with Navigation System, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: 9-Speed AutomaticColour: Black$21,900$423/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $21,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.84,935 kmFAIR DEAL$1 ABOVEKingston, ON (3 km)Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=294275289,null,"84,935 kilometres","$21,900 ",null,"2018 Jeep Compass North 4WD - $21,900",Hallam Auto Sales,3C4NJDBB6JT251375,Hallam Auto Sales
1623650124-411,https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#resultsPage=69,"Save this listing2019 Audi A4 2.0T quattro Komfort AWDDescription: Used 2019 Audi A4 2.0T quattro Komfort AWD for sale - $32,998 - 51,377 km with Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Heated SeatsCertified Pre-Owned: NoTransmission: AutomaticColour: Mythos Black Metallic$32,998$637/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% rate for 60 months, $32,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.51,377 kmFAIR DEAL$1,334 ABOVEDealer4.8(8)CarGurus UserFeb. 22, 2021Taylor Auto Mall were very helpful and with the present restrictions on travel went out of their 
way to make sure I was satisfied.  I give Mike Haslam  5 stars.CarGurus UserFeb. 29, 2020I inquired about the car.  A sales agent replied promptly with the pertinent 
information and offered to be of assistance if I wanted to take it for a test 
drive.  As it turns out, the colour wasn't to my liking so I didn't proceed.  CarGurus UserFeb. 23, 2020Quick response to my queries. This dealership is in a dream world. Car on the market for 200 + days means it’s priced to high when you look at the Comparables. Not willing to negotiate. Just flat no to an offer albeit low. Read 5 more dealer reviews...Kingston, ON (2 km)(613) 703-6551Request Information",https://www.cargurus.ca/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=K7M%203E9&showNegotiable=true&sortDir=ASC&sourceContext=carGurusHomePageModel&distance=50&sortType=PRICE#listing=296714653,P01188,"51,377 kilometres","$32,998 ",Taylor Automall,"2019 Audi A4 2.0T quattro Komfort AWD - $32,998",null,WAUANAF4XKN010866,Taylor Automall
